Timestamp,Potencia activa ADT02,Caudal Turbinado,Nivel de cota de embalse,Temperatura aceite caliente cojinete axial,Temperatura aceite frio cojinete axial,Temperatura entrada agua enfriam. aceite,Temperatura salida agua  enfriam. aceite,Temperatura bobinado fase U,Temperatura bobinado fase V,Temperatura bobinado fase W,Apertura Distribuidor,Temperatura metal cojinete Axial x1,Temperatura metal cojinete Axial x2,Temperatura metal cojinete Axial x3,Temperatura metal cojinete Axial x4,Temperatura metal cojinete Axial x5,Temperatura metal cojinete Axial x6,Temperatura metal cojinete Axial x7,Temperatura metal cojinete Axial x8,Temperatura metal cojinete Axial x9,Temperatura metal cojinete Axial x10,Temperatura metal cojinete Axial x11,Temperatura metal cojinete Axial x12,Vibracion absoluta superior X,Vibracion absoluta turbina X,Vibracion relativa inferior X,Vibracion relativa inferior Y,Vibracion relativa superior X,Vibracion relativa superior Y,Vibracion relativa turbina X,Vibracion relativa turbina Y
2024-07-02T04:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.221614718,0.153944224,0.11547178,0.212049454,0.188769192,0.21265474,0.08634213,0.231236517
2024-07-02T04:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.211004108,0.1541943,0.113304682,0.208214447,0.106943488,0.1904673,0.08583564,0.2148114
2024-07-02T05:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.200393483,0.154444367,0.111137591,0.204379454,0.10970702,0.168279871,0.08532916,0.1983863
2024-07-02T05:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.189782858,0.154694438,0.1089705,0.200544462,0.1071074,0.14609243,0.08482267,0.181961179
2024-07-02T06:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.179172233,0.154944524,0.1068034,0.196709454,0.104507774,0.123904996,0.08431619,0.165536076
2024-07-02T06:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.168561623,0.1551946,0.104636312,0.192874461,0.101908155,0.09967357,0.0838096961,0.149110973
2024-07-02T07:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.160726637,0.155444667,0.102469213,0.189039454,0.09930853,0.09562034,0.0833032057,0.132685855
2024-07-02T07:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.157043874,0.155694738,0.100302123,0.185204461,0.09670891,0.09156712,0.08279672,0.116260745
2024-07-02T08:00:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.153361112,0.155944809,0.106143065,0.187328056,0.08513962,0.0781593546,0.08229023,0.0998356342
2024-07-02T08:30:00Z,-0.100242615,0.0,1337.12,12.7958336,11.7112827,13.2376919,21.15381,34.53576,34.4146347,36.43343,0.0336284637,30.5789223,30.7404213,30.6596718,30.6596718,30.82117,30.5385475,30.5385475,30.5789223,30.5385475,30.7404213,30.7404213,30.7000465,0.149678349,0.156194881,0.105336979,0.3934089,0.0840908,0.0771989748,0.08178375,0.09398491
